position,driver_number,number_of_laps,points,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1.0,55,71,25.0,False,False,False,6055.8,0,1248,9625
2.0,4,71,18.0,False,False,False,6060.505,4.705,1248,9625
3.0,16,71,16.0,False,False,False,6090.187,34.387,1248,9625
4.0,44,71,12.0,False,False,False,6100.58,44.78,1248,9625
5.0,63,71,10.0,False,False,False,6104.336,48.536,1248,9625
6.0,1,71,8.0,False,False,False,6115.358,59.558,1248,9625
7.0,20,71,6.0,False,False,False,6119.442,63.642,1248,9625
8.0,81,71,4.0,False,False,False,6120.728,64.928,1248,9625
9.0,27,70,2.0,False,False,False,,+1 LAP,1248,9625
10.0,10,70,1.0,False,False,False,,+1 LAP,1248,9625
11.0,18,70,0.0,False,False,False,,+1 LAP,1248,9625
12.0,43,70,0.0,False,False,False,,+1 LAP,1248,9625
13.0,31,70,0.0,False,False,False,,+1 LAP,1248,9625
14.0,77,70,0.0,False,False,False,,+1 LAP,1248,9625
15.0,24,70,0.0,False,False,False,,+1 LAP,1248,9625
16.0,30,70,0.0,False,False,False,,+1 LAP,1248,9625
17.0,11,70,0.0,False,False,False,,+1 LAP,1248,9625
,14,15,0.0,True,False,False,,,1248,9625
,23,0,0.0,True,False,False,,,1248,9625
,22,0,0.0,True,False,False,,,1248,9625
